session id;brick height;paddle speed;ball speed;paddle length;ball size;time;paddle distance;ballHits;ballBounces;amount of bricks;win/lose;type of personality;playerAPM;playerReactionTime;playerPaddleSafety;GEQ - content;GEQ - skillful;GEQ - occupied;GEQ - difficulty;satisfaction
7;5;15;2;29.8949;4.319027;48.58092;538.6999;9;21;17;0;5;388.7137;0.009281365;1.062838;2;1;4;4;10.75
8;5;15;3.01513;21.9092;6;17.66021;204.6;10;10;22;0;5;388.7137;0.009281365;1.062838;1;0;5;5;10.25
9;5;15;2;30;3.824959;13.80013;159;1;4;24;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
10;5;15;2;28.90282;6;22.80033;262.2;7;12;21;0;5;388.7137;0.009281365;1.062838;1;0;4;5;9
1;3.48714;35;6.742559;12.66705;4.589715;8.28;211.6;3;6;24;0;1;172.5737;0.03319016;1.161863;1;1;0;5;4.75
2;5;15;2;22.42726;6;13.16011;140.9;2;5;24;0;1;172.5737;0.03319016;1.161863;2;2;0;4;6.5
3;4.356296;18.56596;5.349001;30;6;2.419998;39.02179;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
4;5;15;2;30;4.761302;7.139994;92.64973;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;4;5
5;5;15;2;26.81075;6;19.58026;258.3999;3;6;23;0;1;172.5737;0.03319016;1.161863;2;2;1;4;7.75
6;5;15;6.894255;11.95355;6;2.219999;30.8;1;2;26;0;1;172.5737;0.03319016;1.161863;1;2;2;3;7
7;4.514144;15;2;30;6;90.01691;534.3998;18;45;10;0;1;172.5737;0.03319016;1.161863;5;2;4;4;16
8;5;15;12;10;6;2.839998;44.20001;1;5;25;0;1;172.5737;0.03319016;1.161863;1;2;1;4;6.25
9;2.884639;15;2;30;6;31.48053;349.7999;14;28;10;0;1;172.5737;0.03319016;1.161863;5;1;5;5;17
10;5;15;6.025721;11.66926;6;2.359998;21.2;0;2;26;0;1;172.5737;0.03319016;1.161863;1;3;0;2;4.75
1;3.275104;35;12;10;5.980797;0.9199997;15;1;3;26;0;2;397.9774;0.005428081;1.258794;3;3;4;2;11.25
2;5;15;2;30;6;34.5006;325.9999;7;7;23;0;2;397.9774;0.005428081;1.258794;1;1;1;1;4
3;5;15;5.268766;30;6;48.38092;437.5997;16;35;8;0;2;397.9774;0.005428081;1.258794;3;2;3;3;10.5
4;4.451865;21.35352;2;20.35688;6;37.04066;592.6868;10;17;20;0;2;397.9774;0.005428081;1.258794;2;0;3;2;5.5
5;5;25.89034;2;18.54694;6;52.96102;1166.282;16;15;19;0;2;397.9774;0.005428081;1.258794;3;0;3;2;6.25
6;5;15;9.653958;30;6;12.6001;151.8767;2;10;24;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
7;5;15;2;30;3.957394;33.70058;401.3998;5;8;22;0;2;397.9774;0.005428081;1.258794;3;0;2;1;4.5
8;5;16.87254;2;30;6;30.0405;391.4701;6;16;17;0;2;397.9774;0.005428081;1.258794;4;2;4;2;10.5
9;5;15;6.560904;13.40075;3.644926;2.239999;41.79962;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
10;5;15;2;30;5.11198;56.2011;388.2998;13;22;15;0;2;397.9774;0.005428081;1.258794;2;1;1;2;6
1;3.706131;35;12;10;6;1.04;30.10001;1;3;25;0;3;194.3887;0.0321772;1.001356;3;5;2;3;12.25
2;5;15;2;30;6;66.90079;758.1005;15;35;13;0;3;194.3887;0.0321772;1.001356;4;2;3;2;12.25
3;3.526324;21.22692;9.276507;12.09108;6;1.219999;32.68946;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
4;5;15;2;30;5.983168;14.00013;175.3441;2;4;25;0;3;194.3887;0.0321772;1.001356;2;2;1;2;6.75
5;5;15;2;30;6;20.32027;229.6;4;6;24;0;3;194.3887;0.0321772;1.001356;2;1;2;2;7.25
6;5;15.8356;2;30;6;36.42064;459.9823;5;12;23;0;3;194.3887;0.0321772;1.001356;3;2;2;2;9.5
7;5;27.47238;5.763018;26.84833;6;17.72021;383.0274;5;11;21;0;3;194.3887;0.0321772;1.001356;3;2;3;3;11.25
8;3.585904;15;2.484774;15.29592;6;4.759996;72.0934;1;2;26;0;3;194.3887;0.0321772;1.001356;2;2;1;0;5.75
9;5;15;2;30;6;65.44103;825.0004;16;39;11;0;3;194.3887;0.0321772;1.001356;4;2;3;2;12.25
10;5;33.95656;6.400339;14.57011;6;2.199999;57.45222;1;2;26;0;3;194.3887;0.0321772;1.001356;2;2;2;1;7.5
1;1;34.70107;12;10;6;6.519995;225.6845;4;10;21;0;5;458.9761;0.006679907;1.126815;2;2;4;5;12
2;5;15;2;30;6;33.76058;358.594;7;17;19;0;5;458.9761;0.006679907;1.126815;3;2;4;4;13
3;5;15;2;30;6;25.9604;288.9999;4;11;23;0;5;458.9761;0.006679907;1.126815;2;1;3;4;9.5
4;5;15;2;30;6;12.34009;82.40003;4;3;26;0;5;458.9761;0.006679907;1.126815;1;1;2;4;6.75
5;2.864339;15;2;30;6;22.02031;236.1;6;13;17;0;5;458.9761;0.006679907;1.126815;2;3;4;5;12.75
6;5;15;2;30;6;22.62033;238.5;4;8;22;0;5;458.9761;0.006679907;1.126815;2;1;3;4;9.5
7;5;15;2;28.51031;6;29.80049;316.2999;13;15;19;0;5;458.9761;0.006679907;1.126815;1;1;5;5;11
8;5;15;2;26.24732;6;31.08052;340.7999;8;11;21;0;5;458.9761;0.006679907;1.126815;2;0;4;5;10.5
9;3.199153;15;2;26.48172;6;15.08016;172;3;6;24;0;5;458.9761;0.006679907;1.126815;2;1;2;4;8.25
10;1.924459;15;2;30;5.916974;3.939997;48.2;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
1;2.150811;35;8.063158;10;6;1.06;24.9;0;3;25;0;4;172.931;0.009915123;1.261978;3;2;1;2;8.5
2;5;15;2;23.97629;6;25.14038;286.2999;4;7;23;0;4;172.931;0.009915123;1.261978;2;0;1;4;6.5
3;5;15;7.27215;29.64483;6;1.979999;16.2;0;2;26;0;4;172.931;0.009915123;1.261978;3;3;1;1;9
4;5;15;2;17.74422;5.963769;12.7401;153.3;5;4;25;0;4;172.931;0.009915123;1.261978;1;0;2;5;7
5;5;15;6.119911;30;6;12.8601;148.8;5;7;24;0;4;172.931;0.009915123;1.261978;1;0;2;5;7
6;5;15;2;30;6;19.84026;198.4;3;6;23;0;4;172.931;0.009915123;1.261978;2;2;1;4;9.5
7;5;15;2;10;6;7.139994;70.2;1;3;26;0;4;172.931;0.009915123;1.261978;3;3;1;2;10
8;5;15;2.599121;30;6;11.34007;122.7;2;6;24;0;4;172.931;0.009915123;1.261978;3;2;1;4;10.5
9;5;15;2;30;6;20.94029;254.8;6;7;23;0;4;172.931;0.009915123;1.261978;1;0;3;5;7.5
10;5;22.85198;3.002694;13.22148;6;9.660031;166.2476;10;3;26;0;4;172.931;0.009915123;1.261978;1;0;2;3;5
1;4.786916;24.67228;12;10;4.756754;1.199999;9.039533;0;2;26;0;6;380.905;0.009417377;1.263968;2;3;0;2;6.25
2;4.390969;16.54193;2;30;6;71.99993;706.293;18;37;9;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
3;5;28.00034;7.393704;30;6;26.12041;599.7609;5;21;18;0;6;380.905;0.009417377;1.263968;3;3;3;4;12.5
4;5;18.01262;2;30;6;19.02024;238.0634;4;7;24;0;6;380.905;0.009417377;1.263968;1;0;3;4;7.25
5;3.640269;15;2;30;6;34.5406;330.1961;7;21;17;0;6;380.905;0.009417377;1.263968;4;3;4;4;15.25
6;5;15;3.282964;30;6;29.60049;233.1;7;19;15;0;6;380.905;0.009417377;1.263968;3;4;4;5;15
7;5;15;2;30;6;68.18057;638.9003;13;37;14;0;6;380.905;0.009417377;1.263968;3;2;4;4;13
8;4.825897;28.0024;3.283677;19.0499;6;14.96015;363.631;6;5;23;0;6;380.905;0.009417377;1.263968;1;0;3;5;7.75
9;5;15;2;30;6;91.8166;825.6015;21;40;7;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
10;4.046542;15;5.910653;30;6;2.079999;25.10001;0;3;25;0;6;380.905;0.009417377;1.263968;2;2;0;3;6
1;5;35;8.828485;10;6;1.619999;40.39999;0;4;25;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
2;5;15;2;30;6;30.40051;239;4;12;19;0;1;214.7455;0.03755155;1.075172;5;4;4;4;17.5
3;5;16.20712;4.060819;26.90698;6;22.24032;346.3122;4;12;21;0;1;214.7455;0.03755155;1.075172;3;2;3;4;11.75
4;5;15;10.86566;19.17341;6;8.460004;123.9244;2;14;22;0;1;214.7455;0.03755155;1.075172;1;2;2;5;8
5;5;15;2;30;6;58.14114;699.0004;11;14;19;0;1;214.7455;0.03755155;1.075172;5;1;4;4;15.25
6;2.576942;24.05782;8.816109;30;6;1.06;21.8636;0;3;25;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
7;5;15;2;30;4.771564;57.76113;616.6666;9;27;17;0;1;214.7455;0.03755155;1.075172;5;1;4;4;15.25
8;5;23.67;8.902786;30;6;5.939995;134.416;3;7;25;0;1;214.7455;0.03755155;1.075172;1;1;2;5;7.25
9;4.162134;15;2;30;6;32.64056;386.7596;9;9;22;0;1;214.7455;0.03755155;1.075172;4;0;4;5;13.5
10;2.193579;27.2423;7.225477;10;6;1.199999;27.18045;0;2;26;0;1;214.7455;0.03755155;1.075172;1;2;0;2;4
1;4.315808;35;8.959837;12.03596;6;1.459999;19.2;0;3;25;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
2;5;15;2;30;6;106.9341;1104.901;32;47;10;0;2;397.4984;0.009796236;1.207537;4;1;3;3;9.75
3;4.293819;15;12;14.1706;6;5.099996;71.90001;6;13;21;0;2;397.4984;0.009796236;1.207537;2;2;3;2;8.5
4;5;15;2;30;6;44.12082;85.90002;8;11;22;0;2;397.4984;0.009796236;1.207537;1;1;1;1;4
5;5;19.55148;2;30;2.991186;21.10029;267.2286;2;6;24;0;2;397.4984;0.009796236;1.207537;3;2;4;2;9.75
6;5;15;2;30;6;16.04018;199.2718;5;4;25;0;2;397.4984;0.009796236;1.207537;2;1;3;2;7
7;5;15;2;30;6;34.26059;363.6998;5;11;21;0;2;397.4984;0.009796236;1.207537;3;1;3;1;6.5
8;2.541113;16.28263;2.185624;30;6;20.92029;267.8233;9;18;15;0;2;397.4984;0.009796236;1.207537;4;1;3;3;9.75
9;4.960131;15;2.013253;30;6;48.46092;144.8;7;15;21;0;2;397.4984;0.009796236;1.207537;1;2;2;1;6
10;3.854319;15;2;30;6;5.779995;77.00002;1;3;25;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
1;2.646688;28.22827;12;11.32951;4.086729;0.8599997;23.68501;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
2;5;15;2;26.72202;4.394906;40.54074;454.6847;7;19;19;0;3;190.6231;0.03504384;1.054185;4;3;2;2;11.75
3;4.243139;25.63661;3.444215;27.09238;6;3.599997;67.60052;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
4;5;15;2;30;6;48.44092;530.9637;10;12;20;0;3;190.6231;0.03504384;1.054185;2;1;2;2;7.25
5;5;15;7.936872;27.29914;6;24.44037;325.3999;8;18;17;0;3;190.6231;0.03504384;1.054185;4;3;3;3;13.5
6;5;20.09209;9.988722;21.71824;6;2.199999;46.27443;3;3;25;0;3;190.6231;0.03504384;1.054185;2;2;2;2;8
7;5;15;2;30;6;37.20066;427.676;5;15;19;0;3;190.6231;0.03504384;1.054185;4;4;2;3;13
8;5;15;2;30;6;22.90033;218.1001;8;7;23;0;3;190.6231;0.03504384;1.054185;2;1;2;3;7.75
9;5;24.82635;7.777332;30;6;3.519997;71.91378;1;4;25;0;3;190.6231;0.03504384;1.054185;3;4;2;3;11.5
10;5;15;2;30;6;39.82072;485.9149;7;16;19;0;3;190.6231;0.03504384;1.054185;4;2;2;2;11
1;2.62771;32.73022;12;18.10108;6;0.7999998;25.67367;0;3;25;0;5;388.7137;0.009281365;1.062838;2;2;0;3;6
2;5;15;2;30;3.875229;16.84019;200.6736;2;4;25;0;5;388.7137;0.009281365;1.062838;2;2;1;4;7.75
3;5;15;2;30;6;30.52051;363.2999;6;7;23;0;5;388.7137;0.009281365;1.062838;2;0;3;4;8.75
4;5;15.52893;6.187434;30;6;27.16043;284.0507;9;19;17;0;5;388.7137;0.009281365;1.062838;1;1;4;5;9.75
5;5;15;2;20.98015;6;58.80116;640.8204;45;7;22;0;5;388.7137;0.009281365;1.062838;2;0;4;5;10.5
6;4.190483;21.7794;2;10;6;6.739995;110.1038;3;3;26;0;5;388.7137;0.009281365;1.062838;1;0;2;4;6
7;5;15;2;30;6;38.18068;429.5102;9;16;18;0;5;388.7137;0.009281365;1.062838;2;1;4;5;11.25
8;5;15;2;25.6351;6;23.12034;254.6;6;9;23;0;5;388.7137;0.009281365;1.062838;1;0;4;5;9
9;5;15;2;30;6;14.26014;168;2;6;24;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
10;5;15;2;30;3.320642;12.44009;142.2;1;4;25;0;5;388.7137;0.009281365;1.062838;2;2;0;4;6.5
1;5;31.59635;7.527033;10;6;6.699995;210.0817;1;5;25;0;1;172.5737;0.03319016;1.161863;1;2;0;4;5
2;5;15;8.75462;30;6;1.659999;37.81084;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
3;5;15;2;30;6;14.62014;174;3;7;24;0;1;172.5737;0.03319016;1.161863;2;1;1;4;7
4;5;15.98783;2;27.96261;6;14.82015;161.3138;2;5;25;0;1;172.5737;0.03319016;1.161863;2;2;0;4;6.5
5;5;15;2;18.53421;6;25.58039;295.3;7;6;23;0;1;172.5737;0.03319016;1.161863;3;0;3;5;10.75
6;5;16.10193;9.574737;22.14403;6;1.479999;29.74436;0;3;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
7;5;15;2;30;6;33.56058;400.4422;32;5;24;0;1;172.5737;0.03319016;1.161863;4;0;4;5;13.5
8;5;15;2;20.71443;6;15.04015;178.5;1;5;25;0;1;172.5737;0.03319016;1.161863;2;2;1;4;7.75
9;3.373165;15;2;29.44376;6;35.84063;331.2999;10;20;18;0;1;172.5737;0.03319016;1.161863;5;2;4;5;16.5
10;5;21.04141;2;25.62909;6;26.52042;486.1981;2;8;23;0;1;172.5737;0.03319016;1.161863;3;2;1;4;9.25
1;3.045372;35;11.78447;10;6;1.339999;44.64543;2;3;25;0;2;397.9774;0.005428081;1.258794;3;2;2;1;7.5
2;5;15;2;30;6;21.2603;212.2;6;12;21;0;2;397.9774;0.005428081;1.258794;1;1;2;2;5.75
3;5;15;2;30;6;67.98061;619.9999;13;24;16;0;2;397.9774;0.005428081;1.258794;2;1;1;2;6
4;5;15;8.35147;23.26183;6;17.78022;251;4;19;20;0;2;397.9774;0.005428081;1.258794;3;2;4;2;9.75
5;5;15;2.225385;30;6;10.56005;117.8;1;4;25;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
6;5;15;2;30;6;98.13554;648.5001;14;37;11;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
7;5;15;4.126387;24.07005;6;9.380025;79.90002;2;6;24;0;2;397.9774;0.005428081;1.258794;2;3;2;2;9.5
8;5;15;2;30;6;35.12061;322.9999;7;16;18;0;2;397.9774;0.005428081;1.258794;3;2;2;1;7.5
9;5;15;2;28.06617;6;26.40041;220.3;6;10;21;0;2;397.9774;0.005428081;1.258794;1;1;1;1;4
10;5;15;2;30;6;66.2209;186.3;12;22;14;0;2;397.9774;0.005428081;1.258794;3;1;1;2;6.75
1;2.955753;35;12;10;6;0.8399997;27.7;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
2;5;15;2;30;6;19.40025;223.3;2;7;23;0;3;194.3887;0.0321772;1.001356;3;4;2;3;11.5
3;5;15;9.520576;30;6;2.659998;41.10001;1;4;24;0;3;194.3887;0.0321772;1.001356;3;5;2;3;12.25
4;5;15;2;30;6;17.0202;183.7;3;8;22;0;3;194.3887;0.0321772;1.001356;3;4;2;2;11
5;5;15;7.109449;24.97766;6;5.119996;69.30002;2;4;25;0;3;194.3887;0.0321772;1.001356;2;3;2;3;9.25
6;5;15;4.18679;30;6;3.359998;42.90001;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;1;9.25
7;5;15;2;30;6;42.68079;74.40002;5;12;22;0;3;194.3887;0.0321772;1.001356;3;2;1;2;8.25
8;5;15;2;17.1828;6;6.979994;81.00002;0;2;26;0;3;194.3887;0.0321772;1.001356;3;4;1;2;9.75
9;5;15;2;30;6;32.64056;381.4999;8;20;16;0;3;194.3887;0.0321772;1.001356;4;3;2;2;11.75
10;5;16.44037;12;30;6;15.42016;206.6902;6;18;18;0;3;194.3887;0.0321772;1.001356;4;4;3;4;14.75
1;2.040464;30.87349;12;19.26358;4.331905;0.7399998;19.19475;0;2;26;0;5;458.9761;0.006679907;1.126815;2;2;0;2;5.5
2;5;15;2;29.84068;6;29.24048;325.5469;7;12;20;0;5;458.9761;0.006679907;1.126815;1;0;4;5;9
3;5;30.57338;2;30;6;43.02079;1262.356;11;12;20;0;5;458.9761;0.006679907;1.126815;2;0;3;5;9.25
4;5;24.40355;11.2737;12.84219;6;1.299999;31.74065;0;4;25;0;5;458.9761;0.006679907;1.126815;2;2;0;3;6
5;3.295854;15;2;28.47223;4.171645;40.70074;446.4163;12;26;15;0;5;458.9761;0.006679907;1.126815;2;1;4;5;11.25
6;5;15;2;30;6;72.25989;394.4998;16;33;14;0;5;458.9761;0.006679907;1.126815;3;2;4;4;13
7;5;21.34078;3.090974;15.73867;6;9.260022;153.214;10;2;26;0;5;458.9761;0.006679907;1.126815;1;0;3;4;7.25
8;5;15;2;30;6;76.87911;416.4658;18;41;9;0;5;458.9761;0.006679907;1.126815;3;2;4;5;13.5
9;4.84094;15;8.646905;25.1461;6;5.139996;75.90002;3;4;25;0;5;458.9761;0.006679907;1.126815;2;1;2;5;8.75
10;5;15;2;30;6;25.22039;253.9999;4;13;20;0;5;458.9761;0.006679907;1.126815;2;2;4;4;11.5
1;5;25.91793;7.259365;11.47541;6;7.379994;138.9263;2;5;25;0;4;172.931;0.009915123;1.261978;3;1;2;4;9.5
2;5;15;2.320933;30;6;38.7807;397.5063;7;16;18;0;4;172.931;0.009915123;1.261978;4;0;2;4;9
3;5;33.51601;6.216418;21.39309;6;6.039995;213.7445;1;5;24;0;4;172.931;0.009915123;1.261978;3;2;1;3;9.5
4;5;16.04353;2;30;6;45.56085;544.9948;10;20;16;0;4;172.931;0.009915123;1.261978;2;0;1;4;6.5
5;5;15.51196;12;24.38904;6;1.979999;36.49805;1;3;26;0;4;172.931;0.009915123;1.261978;3;2;3;2;9.5
6;5;15;2.056718;30;6;47.32089;522.8541;10;25;18;0;4;172.931;0.009915123;1.261978;3;0;3;4;8.5
7;5;24.41679;7.545447;12.34043;6;15.74017;304.3583;5;12;22;0;4;172.931;0.009915123;1.261978;3;0;3;5;9.5
8;5;15;8.636912;30;6;3.219998;42.15008;1;4;24;0;4;172.931;0.009915123;1.261978;3;2;3;3;10.5
9;5;15;2;30;6;19.86026;239.3;2;6;24;0;4;172.931;0.009915123;1.261978;3;2;2;4;11
10;4.023561;17.11558;2;10;6;9.480027;137.8591;6;2;26;0;4;172.931;0.009915123;1.261978;1;0;2;3;5
1;1;35;12;10;6;0.52;7.404014;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
2;4.809176;15;2;30;6;64.12125;478.0306;16;30;9;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
3;5;15;8.346974;30;6;11.36007;101.1;6;11;20;0;6;380.905;0.009417377;1.263968;2;2;4;5;12
4;5;15;2;30;6;58.54115;226.8;9;20;16;0;6;380.905;0.009417377;1.263968;4;3;4;4;15.25
5;5;15;2;30;6;26.58042;238.6;4;11;21;0;6;380.905;0.009417377;1.263968;2;3;4;4;12.25
6;3.852973;15;3.887516;30;6;54.60106;519.0998;18;42;7;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
7;5;17.07876;12;30;6;1.199999;18.25404;0;2;26;0;6;380.905;0.009417377;1.263968;2;2;0;2;5.5
8;2.233989;15;2;30;3.518197;40.70074;341.2886;11;21;14;0;6;380.905;0.009417377;1.263968;3;2;4;5;13.5
9;5;15;5.704514;27.95815;6;38.7207;372.5999;11;32;13;0;6;380.905;0.009417377;1.263968;4;3;4;5;15.75
10;5;15;9.206614;19.76234;6;1.559999;24.8;0;3;25;0;6;380.905;0.009417377;1.263968;2;2;0;3;6
1;1;33.35334;12;17.76562;6;0.6199999;6.9;1;3;25;0;1;214.7455;0.03755155;1.075172;1;2;2;4;7.5
2;5;15;2;30;2;52.30101;686.7732;7;16;16;0;1;214.7455;0.03755155;1.075172;5;2;3;4;14.75
3;5;35;6.649895;10;6;4.699996;150.2;1;6;24;0;1;214.7455;0.03755155;1.075172;1;2;0;3;4.5
4;5;15;2;30;6;13.68012;180.8;1;6;24;0;1;214.7455;0.03755155;1.075172;2;2;0;4;6.5
5;5;15;8.427055;30;6;6.179995;79.90002;2;6;24;0;1;214.7455;0.03755155;1.075172;1;2;1;5;6.75
6;5;15;2;30;6;41.70076;483.8998;7;17;18;0;1;214.7455;0.03755155;1.075172;5;2;4;4;16
7;5;21.38527;12;30;6;1.199999;26.29609;1;2;26;0;1;214.7455;0.03755155;1.075172;1;2;2;3;7
8;4.235042;15;2;30;4.929418;14.52014;149.6095;1;4;25;0;1;214.7455;0.03755155;1.075172;2;2;0;4;6.5
9;5;20.33898;2;30;6;25.18039;447.4034;18;4;25;0;1;214.7455;0.03755155;1.075172;3;0;4;5;12
10;4.20588;25.25887;9.102844;30;6;10.02004;223.2908;3;13;22;0;1;214.7455;0.03755155;1.075172;2;2;1;5;8.25
1;2.237139;35;10.42506;10;5.722257;0.8799997;26.70872;0;2;26;0;2;397.4984;0.009796236;1.207537;3;2;3;1;8
2;5;15;2;30;4.280739;20.94029;190.7;5;6;24;0;2;397.4984;0.009796236;1.207537;1;1;1;1;4
3;5;15;2;30;6;10.50005;118.5;1;5;25;0;2;397.4984;0.009796236;1.207537;3;2;3;2;9.25
4;5;15;2;30;4.868872;30.84052;310.9999;6;10;22;0;2;397.4984;0.009796236;1.207537;2;0;2;1;3.75
5;5;15;2;30;6;28.50046;319.0999;6;8;23;0;2;397.4984;0.009796236;1.207537;2;0;2;1;3.75
6;5;15;2;23.23061;6;39.56071;353.4999;7;10;21;0;2;397.4984;0.009796236;1.207537;1;0;1;1;2.5
7;5;31.07513;3.824804;30;6;43.3008;1141.776;9;14;21;0;2;397.4984;0.009796236;1.207537;2;0;2;1;3.75
8;5;17.63166;11.09019;20.98854;6;7.479994;116.8799;4;13;21;0;2;397.4984;0.009796236;1.207537;3;3;4;3;12.5
9;5;15;2;30;6;73.87962;854.522;21;47;9;0;2;397.4984;0.009796236;1.207537;4;2;4;3;11.75
10;5;20.16174;12;28.01974;6;5.579996;83.15074;4;11;22;0;2;397.4984;0.009796236;1.207537;3;2;4;2;9.75
1;4.785904;15.56055;8.444004;10.31291;6;1.619999;27.45288;0;4;25;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
2;5;15;2;27.69957;6;52.161;141.3924;8;16;19;0;3;190.6231;0.03504384;1.054185;3;1;1;2;7.5
3;5;15;2;27.74777;6;10.10004;114.3;1;5;24;0;3;190.6231;0.03504384;1.054185;3;4;1;3;10.25
4;5;15.45828;2.882442;30;6;85.97758;981.0283;21;29;14;0;3;190.6231;0.03504384;1.054185;3;2;3;2;10.75
5;5;29.19807;12;10;6;1.199999;9.339449;0;3;26;0;3;190.6231;0.03504384;1.054185;3;3;0;1;7.25
6;5;15;2;30;5.60691;34.6006;406.0913;10;11;21;0;3;190.6231;0.03504384;1.054185;2;2;3;3;9.75
7;5;26.04671;12;25.60687;6;2.939998;46.14221;1;5;25;0;3;190.6231;0.03504384;1.054185;3;5;2;3;12.25
8;5;15;2;26.72322;6;32.64056;357.7861;20;5;25;0;3;190.6231;0.03504384;1.054185;2;2;4;3;11
9;5;15;12;21.26583;6;1.199999;13.1;0;3;26;0;3;190.6231;0.03504384;1.054185;3;4;1;1;9.25
10;5;15;2;30;5.036218;7.039994;80.50003;0;2;26;0;3;190.6231;0.03504384;1.054185;3;4;1;2;9.75
1;3.249389;29.16412;9.743422;10;5.436144;1.12;26.76351;0;2;26;0;5;388.7137;0.009281365;1.062838;2;2;0;2;5.5
2;5;15;2;30;6;19.34025;230.5656;5;14;18;0;5;388.7137;0.009281365;1.062838;2;3;4;5;12.75
3;5;15;2;30;6;62.88125;672.5001;54;17;20;0;5;388.7137;0.009281365;1.062838;2;0;5;5;11.75
4;5;21.84616;11.11259;10;6;2.399998;46.32003;2;5;25;0;5;388.7137;0.009281365;1.062838;2;2;2;4;9
5;5;15;2;30;6;55.38108;641.0679;9;23;15;0;5;388.7137;0.009281365;1.062838;3;2;3;4;11.75
6;3.882969;18.56713;2;30;6;55.58108;820.2881;28;30;13;0;5;388.7137;0.009281365;1.062838;3;1;5;5;14
7;5;15;4.272562;30;6;56.4011;620.7881;20;49;7;0;5;388.7137;0.009281365;1.062838;3;1;4;5;12.75
8;5;15;12;21.33473;6;12.22009;180.1;3;15;25;0;5;388.7137;0.009281365;1.062838;2;1;2;5;8.75
9;5;15;2;30;6;21.4803;240.2;5;13;21;0;5;388.7137;0.009281365;1.062838;2;1;4;5;11.25
10;5;15;2;30;6;60.48119;690.2003;18;43;9;0;5;388.7137;0.009281365;1.062838;3;1;4;5;12.75
1;2.842647;26.12341;12;20.14871;2.641535;6.639995;135.8418;4;9;21;0;1;172.5737;0.03319016;1.161863;1;2;4;5;10.5
2;5;15;2;29.84463;6;6.919994;90.11457;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;4;5
3;5;15;2;30;6;15.80017;188.6;1;5;24;0;1;172.5737;0.03319016;1.161863;2;2;1;4;7.75
4;5;21.5579;2;28.74888;6;45.94086;846.6535;20;11;20;0;1;172.5737;0.03319016;1.161863;4;0;5;5;14.75
5;3.885008;21.28006;9.955609;17.10945;6;1.239999;21.11029;0;3;25;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
6;5;15;2;30;6;6.939994;87.00964;1;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;3;4.5
7;5;15;2;30;6;27.48044;281.1;4;11;19;0;1;172.5737;0.03319016;1.161863;4;3;3;4;14
8;5;15.1552;8.535915;14.81194;6;1.659999;22.21417;0;2;26;0;1;172.5737;0.03319016;1.161863;1;2;0;2;4
9;5;15;2;30;6;21.04029;245.7713;5;10;22;0;1;172.5737;0.03319016;1.161863;3;1;4;5;12.75
10;5;15;7.681529;30;6;8.540006;113.9;4;7;23;0;1;172.5737;0.03319016;1.161863;1;1;3;5;8.5
1;2.975813;35;12;10.02863;6;0.8799997;27.7;0;2;26;0;2;397.9774;0.005428081;1.258794;3;2;3;1;8
2;5;15;2;30;4.442455;51.981;434.3998;11;23;13;0;2;397.9774;0.005428081;1.258794;4;2;2;2;9.5
3;5;15;2;26.88767;6;22.66033;219.8;8;5;24;0;2;397.9774;0.005428081;1.258794;1;1;2;2;5.75
4;5;15;2;30;6;85.37769;786.9006;16;42;6;0;2;397.9774;0.005428081;1.258794;3;2;3;2;9.25
5;5;25.13171;2;25.46485;6;37.48067;755.5109;19;11;22;0;2;397.9774;0.005428081;1.258794;2;1;3;2;7
6;5;29.41946;10.92045;30;6;2.479998;51.29942;1;3;25;0;2;397.9774;0.005428081;1.258794;3;2;4;2;9.75
